,ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
375251,375251, o6652g0319o.691136.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/26/o6652g0319o.691136/o6652g0319o.691136.cm.898809.smf, PS1_V3, 2456652.9085723236, 106.686873, 26.593206, w.00000, 45.0,-0.2567636446421994,0.85655074,0.4476530579656521,-0.0786550760877651,0.899493565,0.3899439921286876,-0.0786550760877651,0.980380023,-0.0000313739821569
375255,375255, o6652g0323o.691139.cm, ./smf_downloads/OSS.2013-12-26/o6652g0323o.691139.cm.1827028.smf, PS1_V5, 2456652.911219461, 110.141175, 26.965387, w.00000, 45.0,-0.3068986458577313,0.836776176,0.4534521502538008,-0.0787018837914151,0.899490126,0.3899424811772658,-0.0787018837914151,0.980376266,-0.0000313922000594
375256,375256, o6652g0324o.691141.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/26/o6652g0324o.691141/o6652g0324o.691141.cm.898791.smf, PS1_V3, 2456652.911880253, 108.864684, 24.478897, w.00000, 45.0,-0.2942709725967045,0.861227027,0.4143580604831606,-0.0787135682536462,0.899489265,0.3899421038730958,-0.0787135682536462,0.980375327,-0.0000313960601861
375257,375257, o6652g0325o.691143.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/26/o6652g0325o.691143/o6652g0325o.691143.cm.898793.smf, PS1_V3, 2456652.9125487423, 110.918828, 22.378314, w.00000, 45.0,-0.3301559841170879,0.863741276,0.3807204156919926,-0.0787253888527704,0.899488394,0.3899417221198523,-0.0787253888527704,0.980374375,-0.0000313996856513
375258,375258, o6652g0326o.691142.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/26/o6652g0326o.691142/o6652g0326o.691142.cm.898792.smf, PS1_V3, 2456652.913212658, 112.138128, 24.944307, w.00000, 45.0,-0.3416883465504958,0.839873137,0.4217371072945107,-0.0787371286015590,0.899487527,0.3899413429247961,-0.0787371286015590,0.98037343,-0.0000314030078879
375261,375261, o6652g0329o.691147.cm, ./smf_downloads/OSS.2013-12-26/o6652g0329o.691147.cm.1604092.smf, PS1_V5, 2456652.915191049, 113.366596, 27.592989, w.00000, 45.0,-0.3515021321917697,0.813574524,0.4631875913206428,-0.0787721118035572,0.899484941,0.3899402126501743,-0.0787721118035572,0.980370607,-0.0000314112619528
375271,375271, o6652g0339o.691156.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/26/o6652g0339o.691156/o6652g0339o.691156.cm.898807.smf, PS1_V3, 2456652.921952638, 103.659485, 25.979885, w.00000, 45.0,-0.2122875198181771,0.873522364,0.4380555774770710,-0.0788916750182101,0.899476047,0.3899363460966760,-0.0788916750182101,0.980360909,-0.0000314208566063
375786,375786, o6656g0207o.691941.cm, ./smf_downloads/OSS.2013-12-30/o6656g0207o.691941.cm.1825840.smf, PS1_V5, 2456656.866886231, 101.908001, 20.543301, w.00000, 45.0,-0.1932190464108516,0.916255939,0.3509151665233615,-0.1474101054232375,0.892091235,0.3867329081882911,-0.1474101054232375,0.972311222,-0.0000330082811189
375787,375787, o6656g0208o.691944.cm, ./smf_downloads/OSS.2013-12-30/o6656g0208o.691944.cm.1825851.smf, PS1_V5, 2456656.8675481626, 103.949912, 18.469899, w.00000, 45.0,-0.2286559246382502,0.920516254,0.3168063998460897,-0.1474217155501747,0.892089675,0.3867322126239187,-0.1474217155501747,0.972309514,-0.0000330258193412
375792,375792, o6656g0213o.691948.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0213o.691948/o6656g0213o.691948.cm.900844.smf, PS1_V3, 2456656.8710804703, 106.896798, 19.090803, w.00000, 45.0,-0.2746634555058725,0.904205551,0.3270662135196368,-0.1474836740872435,0.892081335,0.3867284999465460,-0.1474836740872435,0.972300386,-0.0000331148919665
375793,375793, o6656g0214o.691950.cm, ./smf_downloads/OSS.2013-12-30/o6656g0214o.691950.cm.1825880.smf, PS1_V5, 2456656.8717493447, 104.889802, 21.172407, w.00000, 45.0,-0.2396153789557276,0.901186277,0.3611755315562006,-0.1474954069814303,0.892079754,0.3867277967481735,-0.1474954069814303,0.972298655,-0.0000331308995475
375794,375794, o6656g0215o.691949.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0215o.691949/o6656g0215o.691949.cm.900850.smf, PS1_V3, 2456656.8724073456, 107.880509, 21.796004, w.00000, 45.0,-0.2850836333454753,0.883663593,0.3713030789286857,-0.1475069492814999,0.892078197,0.3867271049288503,-0.1475069492814999,0.972296952,-0.0000331463792968
375795,375795, o6656g0216o.691952.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0216o.691952/o6656g0216o.691952.cm.900848.smf, PS1_V3, 2456656.873066665, 109.866212, 19.698901, w.00000, 45.0,-0.3199374175786806,0.88544848,0.3370771998559332,-0.1475185148542989,0.892076636,0.3867264116706673,-0.1475185148542989,0.972295244,-0.0000331616235992
375796,375796, o6656g0217o.691951.cm, ./smf_downloads/OSS.2013-12-30/o6656g0217o.691951.cm.1826814.smf, PS1_V5, 2456656.87383645, 108.837408, 16.995403, w.00000, 45.0,-0.3087827786039579,0.905105984,0.2922949767872142,-0.1475320183439830,0.892074813,0.3867256021948832,-0.1475320183439830,0.972293249,-0.0000331790841332
375802,375802, o6656g0223o.691958.cm, ./smf_downloads/OSS.2013-12-30/o6656g0223o.691958.cm.1826849.smf, PS1_V5, 2456656.8779540164, 111.780909, 17.590799, w.00000, 45.0,-0.3537074576869478,0.885187003,0.3022168161128846,-0.1476042512983885,0.892065043,0.3867212711083117,-0.1476042512983885,0.972282562,-0.0000332662837944
375803,375803, o6656g0224o.691959.cm, ./smf_downloads/OSS.2013-12-30/o6656g0224o.691959.cm.1605071.smf, PS1_V5, 2456656.8786309105, 112.876507, 20.272408, w.00000, 45.0,-0.3646656699259906,0.864273001,0.3464839510176546,-0.1476161262551637,0.892063433,0.3867205589176697,-0.1476161262551637,0.972280802,-0.0000332796169345
375808,375808, o6656g0229o.691963.cm, ./smf_downloads/OSS.2013-12-30/o6656g0229o.691963.cm.1825841.smf, PS1_V5, 2456656.8821016764, 101.908009, 20.543301, w.00000, 45.0,-0.1932191743443133,0.916255912,0.3509151665233615,-0.1476770167607810,0.892055169,0.3867169063011732,-0.1476770167607810,0.972271767,-0.0000333435235999
375809,375809, o6656g0230o.691965.cm, ./smf_downloads/OSS.2013-12-30/o6656g0230o.691965.cm.1825848.smf, PS1_V5, 2456656.8827617965, 103.949901, 18.469904, w.00000, 45.0,-0.2286557412469581,0.920516271,0.3168064826174751,-0.1476885981130246,0.892053595,0.3867162114297217,-0.1476885981130246,0.972270046,-0.0000333548321138
375814,375814, o6656g0235o.691969.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0235o.691969/o6656g0235o.691969.cm.900874.smf, PS1_V3, 2456656.8863106873, 106.896808, 19.090804, w.00000, 45.0,-0.2746636116603729,0.904205497,0.3270662300130230,-0.1477508625400020,0.892045117,0.3867124748097504,-0.1477508625400020,0.972260782,-0.0000334109803149
375815,375815, o6656g0236o.691971.cm, ./smf_downloads/OSS.2013-12-30/o6656g0236o.691971.cm.1825879.smf, PS1_V5, 2456656.8869790994, 104.8898, 21.172402, w.00000, 45.0,-0.2396153555974113,0.901186316,0.3611754501804107,-0.1477625899425927,0.892043518,0.3867117708699484,-0.1477625899425927,0.972259035,-0.0000334206769736
375816,375816, o6656g0237o.691972.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0237o.691972/o6656g0237o.691972.cm.900880.smf, PS1_V3, 2456656.88764027, 107.880508, 21.796003, w.00000, 45.0,-0.2850836199123506,0.883663604,0.3713030627230989,-0.1477741903706216,0.892041935,0.3867110745034991,-0.1477741903706216,0.972257306,-0.0000334299942007
375817,375817, o6656g0238o.691973.cm, ./ps1-sweetspot-cat/gpc1/OSS.nt/2013/12/30/o6656g0238o.691973/o6656g0238o.691973.cm.900878.smf, PS1_V3, 2456656.8883011485, 109.866218, 19.698899, w.00000, 45.0,-0.3199375143010813,0.885448457,0.3370771669921856,-0.1477857857513657,0.892040353,0.3867103783918324,-0.1477857857513657,0.972255577,-0.0000334390344522
375818,375818, o6656g0239o.691974.cm, ./smf_downloads/OSS.2013-12-30/o6656g0239o.691974.cm.1826842.smf, PS1_V5, 2456656.8890621895, 108.837404, 16.995401, w.00000, 45.0,-0.3087827187100270,0.905106015,0.2922949434050621,-0.1477991386103992,0.892038529,0.3867095767126063,-0.1477991386103992,0.972253584,-0.0000334491066890
375824,375824, o6656g0245o.691979.cm, ./smf_downloads/OSS.2013-12-30/o6656g0245o.691979.cm.1826848.smf, PS1_V5, 2456656.8931592233, 111.780894, 17.590801, w.00000, 45.0,-0.3537072220310946,0.885187086,0.3022168493872100,-0.1478710246649855,0.892028692,0.3867052597027707,-0.1478710246649855,0.972242842,-0.0000334971017121
375825,375825, o6656g0246o.691980.cm, ./smf_downloads/OSS.2013-12-30/o6656g0246o.691980.cm.1605074.smf, PS1_V5, 2456656.893821588, 112.876505, 20.272408, w.00000, 45.0,-0.3646656397571713,0.864273014,0.3464839510176546,-0.1478826466359935,0.892027099,0.3867045615845175,-0.1478826466359935,0.972241103,-0.0000335038732353
375830,375830, o6656g0251o.691985.cm, ./smf_downloads/OSS.2013-12-30/o6656g0251o.691985.cm.1825839.smf, PS1_V5, 2456656.897258388, 101.908005, 20.543301, w.00000, 45.0,-0.1932191103775829,0.916255926,0.3509151665233615,-0.1479429500875573,0.892018819,0.3867009384187730,-0.1479429500875573,0.972232065,-0.0000335345866060
375831,375831, o6656g0252o.691986.cm, ./smf_downloads/OSS.2013-12-30/o6656g0252o.691986.cm.1825847.smf, PS1_V5, 2456656.897919344, 103.949903, 18.469899, w.00000, 45.0,-0.2286557800438924,0.92051629,0.3168063998460897,-0.1479545475977786,0.892017224,0.3867002414579246,-0.1479545475977786,0.972230325,-0.0000335396424727
375836,375836, o6656g0257o.691991.cm, ./smf_downloads/OSS.2013-12-30/o6656g0257o.691991.cm.1826813.smf, PS1_V5, 2456656.9014441697, 106.896801, 19.0908, w.00000, 45.0,-0.2746635078273665,0.904205553,0.3270661640394775,-0.1480163966585397,0.892008706,0.3866965237289471,-0.1480163966585397,0.97222103,-0.0000335619647012
375837,375837, o6656g0258o.691992.cm, ./smf_downloads/OSS.2013-12-30/o6656g0258o.691992.cm.1825874.smf, PS1_V5, 2456656.902112807, 104.889799, 21.172406, w.00000, 45.0,-0.2396153333895279,0.901186295,0.3611755152810428,-0.1480281291019017,0.892007087,0.3866958183295248,-0.1480281291019017,0.972219264,-0.0000335653167048
375838,375838, o6656g0259o.691993.cm, ./smf_downloads/OSS.2013-12-30/o6656g0259o.691993.cm.1826928.smf, PS1_V5, 2456656.9027748425, 107.880514, 21.796004, w.00000, 45.0,-0.2850837104596701,0.883663568,0.3713030789286857,-0.1480397457114333,0.892005484,0.3866951198419850,-0.1480397457114333,0.972217515,-0.0000335683582344
375839,375839, o6656g0260o.691995.cm, ./smf_downloads/OSS.2013-12-30/o6656g0260o.691995.cm.1826830.smf, PS1_V5, 2456656.903436936, 109.866204, 19.698903, w.00000, 45.0,-0.3199372899482945,0.885448513,0.3370772327196803,-0.1480513633520145,0.892003879,0.3866944212400338,-0.1480513633520145,0.972215765,-0.0000335711239471
375840,375840, o6656g0261o.691994.cm, ./smf_downloads/OSS.2013-12-30/o6656g0261o.691994.cm.1826760.smf, PS1_V5, 2456656.9041881994, 108.837398, 16.995403, w.00000, 45.0,-0.3087826206331580,0.905106038,0.2922949767872142,-0.1480645456503012,0.892002058,0.3866936284870317,-0.1480645456503012,0.972213779,-0.0000335739277113
375846,375846, o6656g0267o.692001.cm, ./smf_downloads/OSS.2013-12-30/o6656g0267o.692001.cm.1826837.smf, PS1_V5, 2456656.908273802, 111.78092, 17.590802, w.00000, 45.0,-0.3537076217590006,0.88518692,0.3022168660243726,-0.1481362350286138,0.891992134,0.3866893160564215,-0.1481362350286138,0.972202958,-0.0000335829492773
375847,375847, o6656g0268o.692003.cm, ./smf_downloads/OSS.2013-12-30/o6656g0268o.692003.cm.1605077.smf, PS1_V5, 2456656.9089449774, 112.876504, 20.272407, w.00000, 45.0,-0.3646656270236205,0.864273026,0.3464839346454906,-0.1481480119938031,0.8919905,0.3866886074251439,-0.1481480119938031,0.972201178,-0.0000335834252283
375852,375852, o6656g0273o.692008.cm, ./smf_downloads/OSS.2013-12-30/o6656g0273o.692008.cm.1825843.smf, PS1_V5, 2456656.912410224, 101.908001, 20.543302, w.00000, 45.0,-0.1932190451470914,0.916255933,0.3509151828667512,-0.1482088155589006,0.891982054,0.3866849479281358,-0.1482088155589006,0.972191973,-0.0000335813652638
375853,375853, o6656g0274o.692007.cm, ./smf_downloads/OSS.2013-12-30/o6656g0274o.692007.cm.1825831.smf, PS1_V5, 2456656.9130866155, 103.949909, 18.4699, w.00000, 45.0,-0.2286558751071602,0.92051626,0.3168064164003669,-0.1482206838949351,0.891980403,0.3866842334506284,-0.1482206838949351,0.972190174,-0.0000335800804128
375858,375858, o6656g0279o.692013.cm, ./smf_downloads/OSS.2013-12-30/o6656g0279o.692013.cm.1826812.smf, PS1_V5, 2456656.916639855, 106.896796, 19.090803, w.00000, 45.0,-0.2746634239431442,0.90420556,0.3270662135196368,-0.1482830302919846,0.891971715,0.3866804792276010,-0.1482830302919846,0.97218071,-0.0000335685967335
375859,375859, o6656g0280o.692014.cm, ./smf_downloads/OSS.2013-12-30/o6656g0280o.692014.cm.1825873.smf, PS1_V5, 2456656.9173061317, 104.889796, 21.1724, w.00000, 45.0,-0.2396152959223437,0.901186345,0.3611754176300939,-0.1482947208655848,0.891970083,0.3866797750939668,-0.1482947208655848,0.972178933,-0.0000335655581616
375860,375860, o6656g0281o.692015.cm, ./smf_downloads/OSS.2013-12-30/o6656g0281o.692015.cm.1827069.smf, PS1_V5, 2456656.9179672105, 107.880509, 21.796001, w.00000, 45.0,-0.2850836393146190,0.883663611,0.3713030303119250,-0.1483063201855247,0.891968464,0.3866790764002397,-0.1483063201855247,0.972177169,-0.0000335622671206
375861,375861, o6656g0282o.692017.cm, ./smf_downloads/OSS.2013-12-30/o6656g0282o.692017.cm.1826828.smf, PS1_V5, 2456656.918638209, 109.866214, 19.698903, w.00000, 45.0,-0.3199374444882088,0.885448457,0.3370772327196803,-0.1483180934958370,0.891966819,0.3866783671684571,-0.1483180934958370,0.972175377,-0.0000335586454472
375862,375862, o6656g0283o.692016.cm, ./smf_downloads/OSS.2013-12-30/o6656g0283o.692016.cm.1826836.smf, PS1_V5, 2456656.919373979, 108.83742, 16.995402, w.00000, 45.0,-0.3087829698161004,0.905105924,0.2922949600961381,-0.1483310032158046,0.891965014,0.3866775894116881,-0.1483310032158046,0.972173412,-0.0000335543485636
375868,375868, o6656g0289o.692024.cm, ./smf_downloads/OSS.2013-12-30/o6656g0289o.692024.cm.1826815.smf, PS1_V5, 2456656.923494692, 111.780886, 17.590803, w.00000, 45.0,-0.3537070945212332,0.885187125,0.3022168826615351,-0.1484033031377530,0.891954888,0.3866732323374905,-0.1484033031377530,0.972162388,-0.0000335239932234
375869,375869, o6656g0290o.692023.cm, ./smf_downloads/OSS.2013-12-30/o6656g0290o.692023.cm.1605082.smf, PS1_V5, 2456656.9241806353, 112.876494, 20.272403, w.00000, 45.0,-0.3646654855829467,0.864273112,0.3464838691568332,-0.1484153380618522,0.891953199,0.3866725068492398,-0.1484153380618522,0.972160551,-0.0000335179047678
378199,378199, o6663g0411o.695030.cm, ./smf_downloads/3PI.2014-01-06/o6663g0411o.695030.cm.1431185.smf, PS1_V5, 2456663.9839750705, 101.325817, 27.969798, g.00000, 43.0,-0.1734488712115119,0.865995838,0.4690060744159981,-0.2690541827776189,0.867822968,0.3762144015219606,-0.2690541827776189,0.945861501,-0.0000301873079322
378201,378201, o6663g0413o.695032.cm, ./smf_downloads/3PI.2014-01-06/o6663g0413o.695032.cm.1430989.smf, PS1_V5, 2456663.9854040532, 102.809501, 23.231302, g.00000, 43.0,-0.2037339308062376,0.896050456,0.3944439955177360,-0.2690785292545195,0.867816502,0.3762116866757772,-0.2690785292545195,0.945854489,-0.0000301060338719
378202,378202, o6663g0414o.695033.cm, ./smf_downloads/3PI.2014-01-06/o6663g0414o.695033.cm.1430990.smf, PS1_V5, 2456663.9861127227, 103.659513, 25.9799, g.00000, 43.0,-0.2122879196192078,0.873522149,0.4380558128210635,-0.2690906025617875,0.867813294,0.3762103402238242,-0.2690906025617875,0.94585101,-0.0000300653339226
378204,378204, o6663g0416o.695035.cm, ./smf_downloads/3PI.2014-01-06/o6663g0416o.695035.cm.1430662.smf, PS1_V5, 2456663.9874330885, 106.686911, 26.5932, g.00000, 43.0,-0.2567642261887679,0.856550615,0.4476529643244775,-0.2691130957668071,0.867807315,0.3762078314074251,-0.2691130957668071,0.945844526,-0.0000299888099465
378205,378205, o6663g0417o.695036.cm, ./smf_downloads/3PI.2014-01-06/o6663g0417o.695036.cm.1430991.smf, PS1_V5, 2456663.9880708167, 105.813499, 23.88831, g.00000, 43.0,-0.2491630680974883,0.879732447,0.4049550440378885,-0.2691239592212605,0.867804426,0.3762066195912351,-0.2691239592212605,0.945841394,-0.0000299515274266
378206,378206, o6663g0418o.695038.cm, ./smf_downloads/3PI.2014-01-06/o6663g0418o.695038.cm.1430663.smf, PS1_V5, 2456663.9887054893, 108.864721, 24.4789, g.00000, 43.0,-0.2942715217378031,0.861226817,0.4143581081366149,-0.2691347702198281,0.867801551,0.3762054135336606,-0.2691347702198281,0.945838276,-0.0000299142161534
378207,378207, o6663g0419o.695037.cm, ./smf_downloads/3PI.2014-01-06/o6663g0419o.695037.cm.1430666.smf, PS1_V5, 2456663.989403671, 110.141196, 26.965404, g.00000, 43.0,-0.3068989062247017,0.836775937,0.4534524147020649,-0.2691466625652010,0.867798387,0.3762040867355255,-0.2691466625652010,0.945834845,-0.0000298729330074
378219,378219, o6663g0431o.695050.cm, ./smf_downloads/3PI.2014-01-06/o6663g0431o.695050.cm.1431200.smf, PS1_V5, 2456663.997489143, 101.325812, 27.9698, g.00000, 43.0,-0.1734487924239728,0.865995837,0.4690061052453171,-0.2692843483034543,0.86776169,0.3761887172076800,-0.2692843483034543,0.945795062,-0.0000293769209826
378221,378221, o6663g0433o.695052.cm, ./smf_downloads/3PI.2014-01-06/o6663g0433o.695052.cm.1430993.smf, PS1_V5, 2456663.99893364, 102.80951, 23.231301, g.00000, 43.0,-0.2037340730838424,0.896050431,0.3944439794795567,-0.2693089390423349,0.867755123,0.3761859705748433,-0.2693089390423349,0.945787945,-0.0000292848895289
378222,378222, o6663g0434o.695053.cm, ./smf_downloads/3PI.2014-01-06/o6663g0434o.695053.cm.1430994.smf, PS1_V5, 2456663.999641333, 103.659498, 25.979901, g.00000, 43.0,-0.2122876891261380,0.873522197,0.4380558285106620,-0.2693209857984418,0.867751905,0.3761846248445331,-0.2693209857984418,0.945784457,-0.0000292394294772
378224,378224, o6663g0436o.695055.cm, ./smf_downloads/3PI.2014-01-06/o6663g0436o.695055.cm.1430670.smf, PS1_V5, 2456664.0009731175, 106.686902, 26.593199, g.00000, 43.0,-0.2567640938855511,0.856550663,0.4476529487176146,-0.2693436547197091,0.867745846,0.3761820921966736,-0.2693436547197091,0.945777891,-0.0000291532208227
378225,378225, o6663g0437o.695056.cm, ./smf_downloads/3PI.2014-01-06/o6663g0437o.695056.cm.1430995.smf, PS1_V5, 2456664.0016121217, 105.813496, 23.888303, g.00000, 43.0,-0.2491630355169703,0.879732507,0.4049549323305969,-0.2693545308108788,0.867742939,0.3761808769313073,-0.2693545308108788,0.94577474,-0.0000291115529761
378226,378226, o6663g0438o.695057.cm, ./smf_downloads/3PI.2014-01-06/o6663g0438o.695057.cm.1430671.smf, PS1_V5, 2456664.002247303, 108.864704, 24.478903, g.00000, 43.0,-0.2942712591916674,0.861226883,0.4143581557900680,-0.2693653413838721,0.867740048,0.3761796688887650,-0.2693653413838721,0.945771607,-0.0000290699399273
378227,378227, o6663g0439o.695058.cm, ./smf_downloads/3PI.2014-01-06/o6663g0439o.695058.cm.1430672.smf, PS1_V5, 2456664.0029584547, 110.141198, 26.965405, g.00000, 43.0,-0.3068989327085443,0.836775919,0.4534524302578439,-0.2693774444221488,0.86773681,0.3761783163016749,-0.2693774444221488,0.945768099,-0.0000290231204809
378864,378864, o6667g0168o.695995.cm, ./smf_downloads/3PI.2014-01-10/o6667g0168o.695995.cm.1429796.smf, PS1_V5, 2456667.8174928557, 101.031617, 17.837803, i.00000, 45.0,-0.1821519429217633,0.93433753,0.3063234408016319,-0.3328561126388951,0.849051532,0.3680775155177692,-0.3328561126388951,0.925402378,-0.0000287856730770
378866,378866, o6667g0170o.695998.cm, ./smf_downloads/3PI.2014-01-10/o6667g0170o.695998.cm.1429843.smf, PS1_V5, 2456667.8189567127, 103.94991, 18.469902, i.00000, 45.0,-0.2286558885072565,0.920516245,0.3168064495089213,-0.3328805550144379,0.849043756,0.3680740858000428,-0.3328805550144379,0.925393879,-0.0000288391947573
378867,378867, o6667g0171o.695997.cm, ./smf_downloads/3PI.2014-01-10/o6667g0171o.695997.cm.1454823.smf, PS1_V5, 2456667.8196239406, 101.908012, 20.543303, i.00000, 45.0,-0.1932192197918373,0.91625589,0.3509151992101408,-0.3328916962271776,0.84904021,0.3680725224497374,-0.3328916962271776,0.925390004,-0.0000288631739196
378868,378868, o6667g0172o.695999.cm, ./smf_downloads/3PI.2014-01-10/o6667g0172o.695999.cm.1454824.smf, PS1_V5, 2456667.820289648, 104.889801, 21.172403, i.00000, 45.0,-0.2396153697062759,0.901186305,0.3611754664555689,-0.3329028122654442,0.849036672,0.3680709626114801,-0.3329028122654442,0.925386137,-0.0000288868381781
378869,378869, o6667g0173o.696001.cm, ./smf_downloads/3PI.2014-01-10/o6667g0173o.696001.cm.1454825.smf, PS1_V5, 2456667.820946051, 107.880506, 21.796004, i.00000, 45.0,-0.2850835870769572,0.883663608,0.3713030789286857,-0.3329137731358629,0.849033182,0.3680694245264780,-0.3329137731358629,0.925382324,-0.0000289099167150
378870,378870, o6667g0174o.696000.cm, ./smf_downloads/3PI.2014-01-10/o6667g0174o.696000.cm.1450530.smf, PS1_V5, 2456667.8216070705, 110.918816, 22.378307, i.00000, 45.0,-0.3301558198230283,0.863741388,0.3807203027197699,-0.3329248113065192,0.849029667,0.3680678755734672,-0.3329248113065192,0.925378483,-0.0000289329013314
378871,378871, o6667g0175o.696002.cm, ./smf_downloads/3PI.2014-01-10/o6667g0175o.696002.cm.1450531.smf, PS1_V5, 2456667.8222710295, 109.8662, 19.698909, i.00000, 45.0,-0.3199372161369696,0.885448502,0.3370773313109192,-0.3329358987614910,0.849026136,0.3680663196830953,-0.3329358987614910,0.925374624,-0.0000289557288731
378872,378872, o6667g0176o.696003.cm, ./smf_downloads/3PI.2014-01-10/o6667g0176o.696003.cm.1454826.smf, PS1_V5, 2456667.8229311886, 106.896798, 19.090806, i.00000, 45.0,-0.2746634505284701,0.904205534,0.3270662629997952,-0.3329469229622412,0.849022624,0.3680647726474308,-0.3329469229622412,0.925370786,-0.0000289781677443
378884,378884, o6667g0188o.696014.cm, ./smf_downloads/3PI.2014-01-10/o6667g0188o.696014.cm.1429801.smf, PS1_V5, 2456667.831266896, 101.03161, 17.837803, i.00000, 45.0,-0.1821518287708986,0.934337552,0.3063234408016319,-0.3330861394026846,0.848978215,0.3680452342623288,-0.3330861394026846,0.92532227,-0.0000292392028596
378886,378886, o6667g0190o.696017.cm, ./smf_downloads/3PI.2014-01-10/o6667g0190o.696017.cm.1429848.smf, PS1_V5, 2456667.832709793, 103.94992, 18.469901, i.00000, 45.0,-0.2286560505006187,0.920516211,0.3168064329546441,-0.3331102402984278,0.848970515,0.3680418513996908,-0.3331102402984278,0.92531386,-0.0000292801611396
378887,378887, o6667g0191o.696018.cm, ./smf_downloads/3PI.2014-01-10/o6667g0191o.696018.cm.1454828.smf, PS1_V5, 2456667.833370918, 101.908004, 20.543307, i.00000, 45.0,-0.1932190868033360,0.916255893,0.3509152645836979,-0.3331212834021600,0.848966986,0.3680403013177578,-0.3331212834021600,0.925310005,-0.0000292985083327
378888,378888, o6667g0192o.696020.cm, ./smf_downloads/3PI.2014-01-10/o6667g0192o.696020.cm.1454829.smf, PS1_V5, 2456667.834032164, 104.889826, 21.172402, i.00000, 45.0,-0.2396157645427646,0.901186207,0.3611754501804107,-0.3331323286809612,0.848963455,0.3680387509023245,-0.3331323286809612,0.925306149,-0.0000293165946660
378889,378889, o6667g0193o.696019.cm, ./smf_downloads/3PI.2014-01-10/o6667g0193o.696019.cm.1454831.smf, PS1_V5, 2456667.834695786, 107.880496, 21.796007, i.00000, 45.0,-0.2850834268794182,0.883663639,0.3713031275454455,-0.3331434137953582,0.848959911,0.3680371948664631,-0.3331434137953582,0.925302279,-0.0000293344799876
378890,378890, o6667g0194o.696022.cm, ./smf_downloads/3PI.2014-01-10/o6667g0194o.696022.cm.1450538.smf, PS1_V5, 2456667.8353564683, 110.918817, 22.378304, i.00000, 45.0,-0.3301558420156568,0.863741401,0.3807202543031014,-0.3331544499598514,0.848956382,0.3680356456727847,-0.3331544499598514,0.925298424,-0.0000293520210698
378891,378891, o6667g0195o.696021.cm, ./smf_downloads/3PI.2014-01-10/o6667g0195o.696021.cm.1450539.smf, PS1_V5, 2456667.8360192403, 109.866212, 19.698895, i.00000, 45.0,-0.3199374295740395,0.885448513,0.3370771012646893,-0.3331655211713122,0.848952841,0.3680340915299495,-0.3331655211713122,0.925294557,-0.0000293693516201
378892,378892, o6667g0196o.696023.cm, ./smf_downloads/3PI.2014-01-10/o6667g0196o.696023.cm.1454832.smf, PS1_V5, 2456667.836682953, 106.896821, 19.090801, i.00000, 45.0,-0.2746638217954941,0.904205452,0.3270661805328640,-0.3331766082381402,0.848949294,0.3680325351314166,-0.3331766082381402,0.925290684,-0.0000293864394611
382824,382824, o6681g0116o.700932.cm, ./smf_downloads/3PI.2014-01-24/o6681g0116o.700932.cm.1430999.smf, PS1_V5, 2456681.7708343095, 99.760315, 22.579308, g.00000, 43.0,-0.1565325129211970,0.909983979,0.3839618862106070,-0.5502699792788094,0.748906625,0.3246631827568291,-0.5502699792788094,0.816251992,-0.0000253009988115
382825,382825, o6681g0117o.700931.cm, ./smf_downloads/3PI.2014-01-24/o6681g0117o.700931.cm.1431000.smf, PS1_V5, 2456681.7714687563, 98.954611, 19.908113, g.00000, 43.0,-0.1463502068580320,0.928780235,0.3405126902471260,-0.5502793541958121,0.748901061,0.3246607406317389,-0.5502793541958121,0.816245915,-0.0000253281397409
382827,382827, o6681g0119o.700933.cm, ./smf_downloads/3PI.2014-01-24/o6681g0119o.700933.cm.1435999.smf, PS1_V5, 2456681.772856255, 101.031611, 17.837803, g.00000, 43.0,-0.1821518450781650,0.934337549,0.3063234408016319,-0.5502998573098730,0.748888889,0.3246553997029949,-0.5502998573098730,0.816232623,-0.0000253866937223
382828,382828, o6681g0120o.700936.cm, ./smf_downloads/3PI.2014-01-24/o6681g0120o.700936.cm.1430907.smf, PS1_V5, 2456681.773597115, 101.908006, 20.543304, g.00000, 43.0,-0.1932191225779830,0.916255904,0.3509152155535302,-0.5503108054135661,0.748882388,0.3246525478153112,-0.5503108054135661,0.816225525,-0.0000254175070403
